Date,ProductID,OurPrice,CompetitorPrice,UnitsSold,Inventory
2024-01-08,P022,58.91,57.5,83,115
2024-01-09,P022,64.41,61.62,70,106
2024-01-10,P022,52.24,43.96,68,225
2024-01-11,P022,57.11,55.33,71,103
2024-01-12,P022,56.07,55.25,80,98
2024-01-13,P022,52.65,51.65,80,182
2024-01-14,P022,51.96,52.64,74,150
2024-01-15,P022,56.89,51.85,65,90
2024-01-16,P022,51.11,46.27,72,58
2024-01-17,P022,54.21,52.24,81,100
2024-01-18,P022,57.7,58.6,78,159
2024-01-19,P022,59.18,52.16,69,239
2024-01-20,P022,53.56,45.55,70,61
2024-01-21,P022,56.22,61.03,66,145
2024-01-22,P022,60.66,57.56,74,72
2024-01-23,P022,53.99,45.78,81,287
2024-01-24,P022,55.55,54.62,81,201
2024-01-25,P022,45.45,40.62,69,123
2024-01-26,P022,53.0,46.63,69,240
2024-01-27,P022,58.61,53.85,84,152
2024-01-28,P022,61.23,56.06,70,173
2024-01-29,P022,55.81,51.5,73,59
2024-01-30,P022,56.51,55.02,64,112
2024-01-31,P022,59.94,55.49,76,119
2024-02-01,P022,55.96,54.33,69,107
2024-02-02,P022,57.16,60.36,72,92
2024-02-03,P022,55.77,48.62,83,186
2024-02-04,P022,56.74,52.59,73,228
2024-02-05,P022,52.83,42.17,51,111
2024-02-06,P022,58.05,52.98,86,79
2024-02-07,P022,55.14,48.39,76,58
2024-02-08,P022,58.75,59.28,77,83
2024-02-09,P022,56.15,54.04,82,158
2024-02-10,P022,54.27,49.8,76,262
2024-02-11,P022,53.79,52.42,85,64
2024-02-12,P022,50.77,50.78,83,259
2024-02-13,P022,62.63,62.44,82,233
2024-02-14,P022,57.28,52.65,81,198
2024-02-15,P022,53.43,51.16,82,283
2024-02-16,P022,53.37,47.98,71,116
2024-02-17,P022,46.74,47.74,78,148
2024-02-18,P022,56.89,52.54,79,180
2024-02-19,P022,49.97,47.34,93,267
2024-02-20,P022,54.17,52.64,75,260
2024-02-21,P022,61.67,57.17,71,97
2024-02-22,P022,54.03,51.61,62,120
2024-02-23,P022,52.67,48.54,68,73
2024-02-24,P022,56.12,56.51,79,92
2024-02-25,P022,55.26,51.61,69,180
2024-02-26,P022,51.05,49.57,83,149
2024-02-27,P022,46.37,44.17,86,169
2024-02-28,P022,52.23,43.59,71,130
2024-02-29,P022,53.22,55.39,72,167
2024-01-01,P023,48.32,45.82,53,177
2024-01-02,P023,42.91,36.59,80,109
2024-01-03,P023,47.69,45.13,60,150
2024-01-04,P023,49.85,42.45,69,224
2024-01-05,P023,39.88,38.92,57,283
2024-01-06,P023,38.4,34.77,75,237
2024-01-07,P023,45.32,37.96,72,227
2024-01-08,P023,47.15,46.71,82,95
2024-01-09,P023,57.26,53.3,65,73
2024-01-10,P023,46.1,49.02,97,194
2024-01-11,P023,42.29,44.24,69,263
2024-01-12,P023,53.24,47.73,61,81
2024-01-13,P023,43.08,40.77,55,134
2024-01-14,P023,53.99,47.17,69,85
2024-01-15,P023,47.39,47.49,73,276
2024-01-16,P023,41.62,31.1,60,181
2024-01-17,P023,50.87,46.27,61,168
2024-01-18,P023,51.64,50.73,73,214
2024-01-19,P023,52.86,47.4,60,252
2024-01-20,P023,55.26,56.59,63,106
2024-01-21,P023,46.14,41.61,67,56
2024-01-22,P023,49.04,43.51,71,252
2024-01-23,P023,52.57,48.64,77,225
2024-01-24,P023,50.55,51.64,70,68
2024-01-25,P023,44.15,44.36,78,103
2024-01-26,P023,41.16,34.55,61,107
2024-01-27,P023,47.07,43.44,58,94
2024-01-28,P023,53.35,48.72,70,229
2024-01-29,P023,45.1,40.27,58,256
2024-01-30,P023,45.21,46.93,74,53
2024-01-31,P023,58.36,55.96,78,113
2024-02-01,P023,46.91,42.11,62,210
2024-02-02,P023,48.4,49.91,84,282
2024-02-03,P023,53.67,46.86,57,90
2024-02-04,P023,59.54,55.17,70,296
2024-02-05,P023,42.35,44.37,69,226
2024-02-06,P023,51.48,51.71,77,189
2024-02-07,P023,55.7,57.42,72,247
2024-02-08,P023,58.22,57.34,85,90
2024-02-09,P023,48.99,49.17,71,205
2024-02-10,P023,50.86,46.57,64,297
2024-02-11,P023,50.25,48.66,82,263
2024-02-12,P023,45.28,43.85,67,102
2024-02-13,P023,52.98,46.68,70,210
2024-02-14,P023,54.14,49.12,63,88
2024-02-15,P023,54.73,46.88,82,198
2024-02-16,P023,52.57,49.55,79,80
2024-02-17,P023,44.91,39.53,77,164
2024-02-18,P023,54.28,55.1,84,291
2024-02-19,P023,60.19,59.31,68,196
2024-02-20,P023,48.53,46.23,72,134
2024-02-21,P023,46.74,47.24,73,266
2024-02-22,P023,51.37,49.72,71,270
2024-02-23,P023,53.26,48.68,68,57
2024-02-24,P023,41.41,39.03,77,53
2024-02-25,P023,56.59,53.97,78,273
2024-02-26,P023,43.13,37.25,66,121
2024-02-27,P023,49.2,45.07,72,59
2024-02-28,P023,46.13,38.15,67,146
2024-02-29,P023,44.76,46.62,78,57
2024-01-01,P024,36.37,35.63,62,132
2024-01-02,P024,31.5,32.02,46,232
2024-01-03,P024,28.89,27.44,52,195
2024-01-04,P024,35.05,32.74,57,230
2024-01-05,P024,26.7,21.96,46,194
2024-01-06,P024,36.74,30.72,35,82
2024-01-07,P024,44.77,42.35,60,227
2024-01-08,P024,34.82,28.96,36,204
2024-01-09,P024,33.66,29.42,44,177
2024-01-10,P024,37.29,31.99,49,98
2024-01-11,P024,38.19,30.1,32,135
2024-01-12,P024,40.41,38.28,57,166
2024-01-13,P024,32.48,35.64,58,265
2024-01-14,P024,31.44,30.93,47,196
2024-01-15,P024,40.76,40.82,62,126
2024-01-16,P024,31.26,25.38,46,146
2024-01-17,P024,45.48,44.29,50,152
2024-01-18,P024,30.02,25.42,50,206
2024-01-19,P024,36.76,29.23,57,164
2024-01-20,P024,38.4,32.38,36,136
2024-01-21,P024,31.65,28.23,54,272
2024-01-22,P024,32.52,27.6,46,123
2024-01-23,P024,35.2,32.08,50,89
2024-01-24,P024,34.69,28.84,59,232
2024-01-25,P024,37.39,34.03,49,117
2024-01-26,P024,33.31,31.67,47,294
2024-01-27,P024,30.94,28.63,52,267
2024-01-28,P024,29.17,19.9,27,91
2024-01-29,P024,29.11,27.47,54,269
2024-01-30,P024,47.42,46.84,54,129
2024-01-31,P024,30.07,27.7,47,106
2024-02-01,P024,33.98,32.08,53,231
2024-02-02,P024,28.86,28.36,48,296
2024-02-03,P024,37.39,38.42,59,187
2024-02-04,P024,31.46,28.32,58,89
2024-02-05,P024,30.02,22.26,52,70
2024-02-06,P024,40.52,44.14,49,52
2024-02-07,P024,28.95,27.66,46,246
2024-02-08,P024,37.5,35.85,45,170
2024-02-09,P024,42.89,35.9,45,80
2024-02-10,P024,25.5,22.82,63,156
2024-02-11,P024,36.19,33.59,50,103
2024-02-12,P024,39.56,36.09,63,170
2024-02-13,P024,26.49,18.46,35,295
2024-02-14,P024,45.07,39.25,50,255
2024-02-15,P024,26.62,22.15,52,233
2024-02-16,P024,35.96,36.46,60,184
2024-02-17,P024,27.49,26.72,59,214
2024-02-18,P024,24.9,17.15,39,156
2024-02-19,P024,25.76,20.66,45,157
2024-02-20,P024,31.12,24.82,43,57
2024-02-21,P024,37.51,36.94,48,256
2024-02-22,P024,44.15,42.9,48,293
2024-02-23,P024,41.52,36.96,36,276
2024-02-24,P024,31.49,24.58,41,161
2024-02-25,P024,31.13,30.52,39,84
2024-02-26,P024,36.21,35.58,51,101
2024-02-27,P024,25.36,19.67,52,176
2024-02-28,P024,35.33,31.24,46,284
2024-02-29,P024,39.89,39.52,50,98
2024-01-01,P025,29.18,18.39,40,120
2024-01-02,P025,31.54,30.23,42,204
2024-01-03,P025,31.96,29.69,35,264
2024-01-04,P025,27.34,27.36,43,176
2024-01-05,P025,45.6,45.11,41,233
2024-01-06,P025,37.53,31.56,38,184
2024-01-07,P025,36.96,32.45,49,257
2024-01-08,P025,40.64,39.13,38,248
2024-01-09,P025,28.07,26.75,38,207
2024-01-10,P025,39.03,36.49,40,230
2024-01-11,P025,29.76,26.93,57,155
2024-01-12,P025,39.96,35.09,45,204
2024-01-13,P025,34.21,26.85,46,212
2024-01-14,P025,40.85,34.02,33,198
2024-01-15,P025,31.16,24.76,32,129
2024-01-16,P025,31.41,25.35,46,259
2024-01-17,P025,32.73,30.58,58,233
2024-01-18,P025,37.17,32.26,51,285
2024-01-19,P025,41.31,40.46,47,187
2024-01-20,P025,31.41,30.41,42,251
2024-01-21,P025,28.68,24.26,42,110
2024-01-22,P025,38.88,37.47,33,292
2024-01-23,P025,33.59,29.73,50,131
2024-01-24,P025,39.85,35.06,44,242
2024-01-25,P025,33.65,36.07,40,84
2024-01-26,P025,44.97,41.23,43,106
2024-01-27,P025,35.97,33.19,52,119
2024-01-28,P025,38.29,31.99,38,117
2024-01-29,P025,35.74,31.71,41,299
2024-01-30,P025,33.2,29.1,48,112
2024-01-31,P025,33.25,32.29,49,64
2024-02-01,P025,41.99,37.14,42,168
2024-02-02,P025,46.3,39.15,51,174
2024-02-03,P025,33.36,31.3,41,125
2024-02-04,P025,33.23,29.85,51,164
2024-02-05,P025,29.1,25.15,46,299
2024-02-06,P025,30.96,33.14,45,196
2024-02-07,P025,36.39,29.54,37,188
2024-02-08,P025,32.06,28.13,39,149
2024-02-09,P025,39.5,34.38,40,182
2024-02-10,P025,40.51,32.89,44,257
2024-02-11,P025,37.63,32.59,46,162
2024-02-12,P025,32.62,30.65,42,160
2024-02-13,P025,36.95,29.0,47,97
2024-02-14,P025,37.39,32.58,43,119
2024-02-15,P025,42.57,38.17,61,144
2024-02-16,P025,37.02,34.39,34,144
2024-02-17,P025,32.66,35.15,43,67
2024-02-18,P025,32.68,27.51,34,224
2024-02-19,P025,31.98,27.59,44,109
2024-02-20,P025,37.86,32.56,34,167
2024-02-21,P025,41.51,34.97,37,60
2024-02-22,P025,42.85,38.39,42,266
2024-02-23,P025,31.56,27.11,36,214
2024-02-24,P025,37.25,35.73,44,260
2024-02-25,P025,30.13,24.03,35,84
2024-02-26,P025,30.8,26.37,49,229
2024-02-27,P025,34.67,27.45,47,145
2024-02-28,P025,44.91,43.21,53,67
2024-02-29,P025,42.04,41.65,47,180
2024-01-01,P026,38.7,34.92,20,105
2024-01-02,P026,16.04,12.03,24,260
2024-01-03,P026,39.9,32.16,17,127
2024-01-04,P026,27.79,24.75,25,123
2024-01-05,P026,19.85,17.87,19,222
2024-01-06,P026,37.58,36.4,25,110
2024-01-07,P026,35.88,32.91,22,118
2024-01-08,P026,39.64,36.87,22,94
2024-01-09,P026,29.94,29.4,24,253
2024-01-10,P026,40.66,39.08,25,172
2024-01-11,P026,25.6,27.3,21,268
2024-01-12,P026,36.16,27.06,15,230
2024-01-13,P026,32.83,33.17,26,191
2024-01-14,P026,34.29,28.18,15,265
2024-01-15,P026,18.42,12.16,16,296
2024-01-16,P026,35.97,32.76,24,130
2024-01-17,P026,30.33,24.31,13,247
2024-01-18,P026,31.32,31.38,25,218
2024-01-19,P026,35.96,36.76,16,101
2024-01-20,P026,37.88,39.64,24,147
2024-01-21,P026,30.85,26.03,18,67
2024-01-22,P026,37.66,29.46,14,141
2024-01-23,P026,38.22,30.12,8,183
2024-01-24,P026,24.05,24.11,19,118
2024-01-25,P026,37.21,34.2,20,280
2024-01-26,P026,34.71,32.47,19,285
2024-01-27,P026,28.8,19.41,12,101
2024-01-28,P026,31.7,30.84,16,273
2024-01-29,P026,25.53,23.9,16,172
2024-01-30,P026,29.84,29.43,24,257
2024-01-31,P026,31.99,27.97,19,217
2024-02-01,P026,19.85,16.56,14,268
2024-02-02,P026,30.7,28.33,23,141
2024-02-03,P026,27.16,23.19,20,185
2024-02-04,P026,28.01,22.63,14,226
2024-02-05,P026,30.65,33.1,35,234
2024-02-06,P026,35.61,31.43,14,222
2024-02-07,P026,31.99,30.44,17,204
2024-02-08,P026,35.47,32.77,12,65
2024-02-09,P026,27.1,23.46,24,267
2024-02-10,P026,40.9,38.26,14,94
2024-02-11,P026,34.09,30.84,27,221
2024-02-12,P026,35.3,30.71,23,211
2024-02-13,P026,33.45,30.88,14,285
2024-02-14,P026,44.02,44.2,31,172
2024-02-15,P026,37.24,34.78,17,227
2024-02-16,P026,39.04,35.59,9,174
2024-02-17,P026,39.33,35.89,18,262
2024-02-18,P026,29.62,27.55,20,268
2024-02-19,P026,36.79,37.0,27,224
2024-02-20,P026,30.59,25.07,26,146
2024-02-21,P026,42.09,41.67,26,56
2024-02-22,P026,38.54,33.92,28,98
2024-02-23,P026,24.79,17.05,16,112
2024-02-24,P026,28.38,22.77,18,250
2024-02-25,P026,37.43,35.43,20,219
2024-02-26,P026,23.44,20.05,18,51
2024-02-27,P026,28.97,22.38,17,205
2024-02-28,P026,37.84,32.54,22,98
2024-02-29,P026,31.58,29.48,20,205
2024-01-01,P027,24.15,24.41,14,114
2024-01-02,P027,11.05,13.49,19,113
2024-01-03,P027,12.41,10.04,20,154
2024-01-04,P027,19.93,16.44,30,64
2024-01-05,P027,11.97,9.8,26,52
2024-01-06,P027,8.19,7.33,28,68
2024-01-07,P027,7.83,4.23,26,286
2024-01-08,P027,20.26,15.44,22,192
2024-01-09,P027,14.3,13.77,21,181
2024-01-10,P027,17.12,9.01,14,248
2024-01-11,P027,7.39,9.24,27,235
2024-01-12,P027,18.02,10.72,14,241
2024-01-13,P027,14.67,14.25,33,260
2024-01-14,P027,13.48,10.22,20,59
2024-01-15,P027,15.35,12.44,11,224
2024-01-16,P027,8.33,5.3,11,123
2024-01-17,P027,10.37,8.24,19,62
2024-01-18,P027,13.39,11.77,23,77
2024-01-19,P027,24.86,18.81,14,146
2024-01-20,P027,25.17,19.61,14,123
2024-01-21,P027,10.2,0.2,11,151
2024-01-22,P027,11.87,6.26,17,128
2024-01-23,P027,10.39,9.38,24,275
2024-01-24,P027,11.68,14.22,26,214
2024-01-25,P027,21.59,21.75,28,226
2024-01-26,P027,12.8,6.21,14,249
2024-01-27,P027,16.04,17.24,24,92
2024-01-28,P027,16.71,11.27,19,64
2024-01-29,P027,15.94,10.92,18,244
2024-01-30,P027,19.63,16.53,23,241
2024-01-31,P027,12.27,7.66,15,202
2024-02-01,P027,23.66,19.02,15,284
2024-02-02,P027,18.67,17.46,15,194
2024-02-03,P027,13.04,10.01,20,193
2024-02-04,P027,12.38,12.87,21,68
2024-02-05,P027,14.15,11.05,14,276
2024-02-06,P027,19.38,17.29,11,273
2024-02-07,P027,8.93,2.57,16,270
2024-02-08,P027,11.9,11.46,25,295
2024-02-09,P027,16.4,8.87,11,248
2024-02-10,P027,21.34,17.4,17,93
2024-02-11,P027,16.63,12.85,17,216
2024-02-12,P027,13.97,13.08,24,247
2024-02-13,P027,17.22,17.67,14,215
2024-02-14,P027,19.27,16.32,21,98
2024-02-15,P027,9.09,3.13,18,243
2024-02-16,P027,16.79,15.4,21,86
2024-02-17,P027,13.57,20.81,29,223
2024-02-18,P027,16.37,20.48,29,63
2024-02-19,P027,13.58,12.07,21,195
2024-02-20,P027,14.43,9.41,16,162
2024-02-21,P027,16.29,15.83,20,183
2024-02-22,P027,10.45,10.82,16,211
2024-02-23,P027,17.4,13.51,16,240
2024-02-24,P027,19.74,11.4,13,181
2024-02-25,P027,18.77,20.03,26,185
2024-02-26,P027,9.14,5.2,20,221
2024-02-27,P027,13.03,10.12,22,215
2024-02-28,P027,21.36,19.25,19,190
2024-02-29,P027,12.75,8.23,21,229
2024-01-01,P028,17.34,18.65,69,136
2024-01-02,P028,26.31,22.07,69,257
2024-01-03,P028,16.66,12.59,83,117
2024-01-04,P028,22.76,18.48,68,295
2024-01-05,P028,23.2,15.02,71,202
2024-01-06,P028,25.79,24.58,80,199
2024-01-07,P028,14.71,13.71,64,282
2024-01-08,P028,27.59,28.67,86,222
2024-01-09,P028,26.14,26.9,84,61
2024-01-10,P028,17.81,19.25,100,66
2024-01-11,P028,33.07,28.22,80,205
2024-01-12,P028,23.17,14.51,85,110
2024-01-13,P028,26.64,24.98,80,298
2024-01-14,P028,22.16,27.32,87,255
2024-01-15,P028,32.67,28.07,90,247
2024-01-16,P028,22.99,19.1,70,136
2024-01-17,P028,17.78,15.01,89,297
2024-01-18,P028,13.13,7.38,80,58
2024-01-19,P028,22.57,18.32,73,199
2024-01-20,P028,18.28,17.34,68,71
2024-01-21,P028,13.42,5.49,76,262
2024-01-22,P028,25.38,22.65,78,232
2024-01-23,P028,25.08,21.58,82,148
2024-01-24,P028,19.84,20.9,81,243
2024-01-25,P028,24.02,20.54,73,258
2024-01-26,P028,20.13,21.73,82,248
2024-01-27,P028,23.44,25.85,88,222
2024-01-28,P028,28.32,22.99,70,254
2024-01-29,P028,24.21,22.43,56,173
2024-01-30,P028,22.37,17.03,80,266
2024-01-31,P028,26.8,23.49,86,211
2024-02-01,P028,29.35,27.43,73,119
2024-02-02,P028,25.36,21.76,85,170
2024-02-03,P028,23.49,20.78,78,244
2024-02-04,P028,23.08,18.75,77,236
2024-02-05,P028,22.07,22.04,84,242
2024-02-06,P028,24.06,22.76,81,104
2024-02-07,P028,23.19,25.21,76,146
2024-02-08,P028,21.87,23.19,90,153
2024-02-09,P028,16.03,11.8,82,144
2024-02-10,P028,18.81,15.86,87,219
2024-02-11,P028,16.88,13.85,77,124
2024-02-12,P028,16.78,15.63,74,211
2024-02-13,P028,23.71,22.89,87,237
2024-02-14,P028,13.5,10.41,78,158
2024-02-15,P028,17.5,11.7,85,284
2024-02-16,P028,29.34,31.28,83,225
2024-02-17,P028,21.89,18.94,75,167
2024-02-18,P028,25.18,19.18,67,50
2024-02-19,P028,24.66,22.87,64,229
2024-02-20,P028,22.58,15.95,71,85
2024-02-21,P028,19.56,23.92,102,163
2024-02-22,P028,24.67,22.28,74,59
2024-02-23,P028,20.86,17.66,72,132
2024-02-24,P028,26.34,21.32,78,245
2024-02-25,P028,13.89,11.6,75,189
2024-02-26,P028,19.79,15.75,62,200
2024-02-27,P028,30.91,26.92,73,188
2024-02-28,P028,18.31,14.23,74,135
2024-02-29,P028,27.86,28.0,80,237
2024-01-01,P029,27.92,21.99,44,224
2024-01-02,P029,34.07,33.24,50,270
2024-01-03,P029,40.95,38.17,56,177
2024-01-04,P029,32.7,33.96,76,99
2024-01-05,P029,32.17,23.33,50,150
2024-01-06,P029,24.38,23.99,56,111
2024-01-07,P029,34.57,35.98,65,277
2024-01-08,P029,43.4,37.11,49,118
2024-01-09,P029,32.26,30.17,69,85
2024-01-10,P029,27.68,27.12,52,239
2024-01-11,P029,28.99,24.19,56,156
2024-01-12,P029,26.83,19.98,54,91
2024-01-13,P029,26.48,23.86,61,236
2024-01-14,P029,24.63,19.41,53,54
2024-01-15,P029,24.66,20.8,67,56
2024-01-16,P029,25.23,17.69,59,177
2024-01-17,P029,24.62,20.11,47,181
2024-01-18,P029,34.51,32.56,53,225
2024-01-19,P029,32.93,32.63,65,267
2024-01-20,P029,34.22,29.62,47,122
2024-01-21,P029,29.47,27.42,63,204
2024-01-22,P029,31.65,25.67,54,109
2024-01-23,P029,47.44,46.06,62,145
2024-01-24,P029,41.3,35.67,59,253
2024-01-25,P029,30.5,26.95,57,259
2024-01-26,P029,35.04,36.53,65,291
2024-01-27,P029,34.22,31.43,58,298
2024-01-28,P029,32.23,33.92,48,260
2024-01-29,P029,25.38,25.47,57,187
2024-01-30,P029,29.74,26.39,55,103
2024-01-31,P029,36.86,36.21,45,270
2024-02-01,P029,37.28,36.24,46,120
2024-02-02,P029,31.51,30.87,57,207
2024-02-03,P029,35.94,39.11,43,237
2024-02-04,P029,34.03,28.27,46,222
2024-02-05,P029,39.72,38.74,47,161
2024-02-06,P029,27.97,20.93,48,154
2024-02-07,P029,25.66,23.22,45,57
2024-02-08,P029,26.01,24.09,47,109
2024-02-09,P029,35.93,34.49,41,85
2024-02-10,P029,30.58,32.77,58,71
2024-02-11,P029,28.0,26.09,46,156
2024-02-12,P029,29.25,28.12,44,201
2024-02-13,P029,28.89,26.72,41,293
2024-02-14,P029,29.73,24.41,51,118
2024-02-15,P029,32.86,28.78,53,151
2024-02-16,P029,33.84,30.58,46,131
2024-02-17,P029,34.2,31.39,45,114
2024-02-18,P029,27.05,22.56,52,131
2024-02-19,P029,35.67,37.11,50,97
2024-02-20,P029,26.57,21.44,45,96
2024-02-21,P029,31.94,30.29,41,253
2024-02-22,P029,37.72,32.24,70,206
2024-02-23,P029,29.7,30.13,55,58
2024-02-24,P029,31.49,27.17,44,168
2024-02-25,P029,28.44,26.76,36,168
2024-02-26,P029,30.89,26.34,68,244
2024-02-27,P029,24.71,18.47,63,146
2024-02-28,P029,31.11,25.17,54,128
2024-02-29,P029,32.47,32.97,51,140
2024-01-01,P030,49.84,46.21,48,178
2024-01-02,P030,43.22,38.65,44,258
2024-01-03,P030,40.62,36.18,63,116
2024-01-04,P030,42.13,35.46,42,123
2024-01-05,P030,36.47,32.59,53,264
2024-01-06,P030,43.71,33.64,39,190
2024-01-07,P030,44.14,43.81,58,280
2024-01-08,P030,49.87,48.87,58,171
2024-01-09,P030,44.09,40.99,48,168
2024-01-10,P030,46.03,45.45,66,88
2024-01-11,P030,35.7,30.98,47,278
2024-01-12,P030,36.06,29.9,48,172
2024-01-13,P030,46.3,45.9,47,251
2024-01-14,P030,43.7,39.68,48,221
2024-01-15,P030,37.66,34.75,47,78
2024-01-16,P030,37.36,35.54,45,287
2024-01-17,P030,53.43,49.82,60,230
2024-01-18,P030,46.59,40.15,53,123
2024-01-19,P030,42.21,41.91,54,219
2024-01-20,P030,48.75,47.86,50,126
2024-01-21,P030,39.2,41.79,53,157
2024-01-22,P030,43.99,38.68,43,130
2024-01-23,P030,32.09,26.03,41,201
2024-01-24,P030,43.61,42.05,48,262
2024-01-25,P030,44.64,41.33,49,50
2024-01-26,P030,46.78,45.66,44,188
2024-01-27,P030,43.95,43.59,61,287
2024-01-28,P030,45.6,41.73,43,190
2024-01-29,P030,42.07,39.02,54,74
2024-01-30,P030,48.62,47.89,50,54
2024-01-31,P030,40.37,35.85,44,75
2024-02-01,P030,42.75,39.17,40,285
2024-02-02,P030,48.37,43.9,46,220
2024-02-03,P030,38.27,37.93,56,176
2024-02-04,P030,40.11,36.22,48,245
2024-02-05,P030,46.64,44.16,53,124
2024-02-06,P030,46.81,40.12,38,156
2024-02-07,P030,39.87,35.1,51,259
2024-02-08,P030,44.75,41.79,47,258
2024-02-09,P030,40.82,37.53,38,166
2024-02-10,P030,43.98,36.53,45,94
2024-02-11,P030,53.16,49.85,45,114
2024-02-12,P030,40.77,39.57,41,245
2024-02-13,P030,35.11,30.19,42,291
2024-02-14,P030,38.92,36.18,57,76
2024-02-15,P030,47.31,43.2,54,139
2024-02-16,P030,36.89,29.99,48,175
2024-02-17,P030,44.92,41.89,50,242
2024-02-18,P030,39.04,41.25,65,155
2024-02-19,P030,46.01,41.52,45,129
2024-02-20,P030,49.12,43.07,36,130
2024-02-21,P030,45.0,39.82,57,189
2024-02-22,P030,49.29,46.94,49,249
2024-02-23,P030,39.25,34.92,46,282
2024-02-24,P030,48.11,49.09,49,190
2024-02-25,P030,41.18,35.67,47,81
2024-02-26,P030,41.23,36.01,47,252
2024-02-27,P030,46.06,48.23,52,176
2024-02-28,P030,39.61,40.87,48,97
2024-02-29,P030,49.17,43.21,35,77
2024-01-01,P031,80.07,75.45,71,126
2024-01-02,P031,75.89,77.5,72,171
2024-01-03,P031,77.64,76.87,80,193
2024-01-04,P031,69.32,69.74,78,235
2024-01-05,P031,70.2,65.7,77,234
2024-01-06,P031,74.15,71.35,77,177
2024-01-07,P031,85.06,80.52,69,289
2024-01-08,P031,72.28,72.19,64,231
2024-01-09,P031,78.29,77.88,72,228
2024-01-10,P031,71.52,66.59,57,171
2024-01-11,P031,82.91,81.82,77,123
2024-01-12,P031,76.15,82.11,79,280
2024-01-13,P031,75.85,70.13,61,108
2024-01-14,P031,72.0,68.29,67,80
2024-01-15,P031,73.92,71.79,71,231
2024-01-16,P031,69.13,68.02,65,223
2024-01-17,P031,79.37,74.06,83,247
2024-01-18,P031,71.9,67.45,63,86
2024-01-19,P031,79.52,77.43,85,151
2024-01-20,P031,84.88,83.94,66,188
2024-01-21,P031,85.98,76.87,60,187
2024-01-22,P031,75.16,73.56,83,268
2024-01-23,P031,75.34,69.81,68,75
2024-01-24,P031,82.4,78.5,62,57
2024-01-25,P031,79.74,76.76,71,95
2024-01-26,P031,77.73,78.81,85,201
2024-01-27,P031,76.67,71.02,57,260
2024-01-28,P031,72.97,67.41,58,190
2024-01-29,P031,81.1,77.08,59,181
2024-01-30,P031,77.25,70.08,66,256
2024-01-31,P031,83.31,82.62,68,130
2024-02-01,P031,86.06,81.61,59,229
2024-02-02,P031,77.66,68.15,59,290
2024-02-03,P031,75.33,70.8,71,229
2024-02-04,P031,88.44,86.84,73,222
2024-02-05,P031,74.04,70.98,59,247
2024-02-06,P031,84.0,85.13,62,105
2024-02-07,P031,86.8,86.52,74,277
2024-02-08,P031,90.28,86.52,76,208
2024-02-09,P031,76.18,73.35,67,221
2024-02-10,P031,75.43,71.86,79,169
2024-02-11,P031,77.04,77.13,83,87
2024-02-12,P031,61.47,52.96,63,167
2024-02-13,P031,80.16,76.54,76,280
2024-02-14,P031,76.99,77.59,72,226
2024-02-15,P031,69.54,63.69,65,243
2024-02-16,P031,65.69,60.2,76,248
2024-02-17,P031,88.23,81.92,70,88
2024-02-18,P031,70.44,68.19,81,84
2024-02-19,P031,77.59,74.04,71,277
2024-02-20,P031,75.68,73.44,68,294
2024-02-21,P031,75.01,73.91,63,148
2024-02-22,P031,81.0,76.82,65,121
2024-02-23,P031,75.91,74.31,58,126
2024-02-24,P031,72.24,69.27,73,155
2024-02-25,P031,87.66,85.85,77,157
2024-02-26,P031,71.32,63.83,66,276
2024-02-27,P031,80.4,81.4,79,114
2024-02-28,P031,78.84,70.5,59,202
2024-02-29,P031,81.91,78.46,68,284
2024-01-01,P032,43.79,44.46,44,148
2024-01-02,P032,37.26,32.78,33,132
2024-01-03,P032,37.85,37.31,33,50
2024-01-04,P032,39.91,40.87,37,210
2024-01-05,P032,37.18,31.37,18,103
2024-01-06,P032,38.91,34.45,35,295
2024-01-07,P032,40.13,37.09,36,199
2024-01-08,P032,42.26,36.62,31,79
2024-01-09,P032,40.38,38.15,27,58
2024-01-10,P032,41.05,37.6,27,294
2024-01-11,P032,33.5,32.31,32,127
2024-01-12,P032,45.01,40.88,45,242
2024-01-13,P032,37.78,30.04,31,171
2024-01-14,P032,31.26,24.69,12,74
2024-01-15,P032,35.52,27.96,22,215
2024-01-16,P032,44.37,40.86,24,80
2024-01-17,P032,51.44,47.17,31,217
2024-01-18,P032,28.2,24.24,30,89
2024-01-19,P032,39.35,34.0,32,87
2024-01-20,P032,36.72,34.37,24,92
2024-01-21,P032,31.4,28.32,29,189
2024-01-22,P032,34.08,36.81,32,161
2024-01-23,P032,38.58,38.57,34,293
2024-01-24,P032,35.83,35.59,30,297
2024-01-25,P032,31.56,28.46,25,236
2024-01-26,P032,32.11,34.04,40,92
2024-01-27,P032,32.65,30.68,35,158
2024-01-28,P032,37.04,32.79,22,77
2024-01-29,P032,37.27,31.91,27,87
2024-01-30,P032,46.42,43.01,23,270
2024-01-31,P032,42.65,38.21,20,277
2024-02-01,P032,44.26,43.82,30,85
2024-02-02,P032,44.56,38.42,42,76
2024-02-03,P032,41.35,34.07,35,135
2024-02-04,P032,37.17,38.19,28,218
2024-02-05,P032,36.67,30.04,25,121
2024-02-06,P032,32.56,23.89,21,83
2024-02-07,P032,48.09,41.96,32,100
2024-02-08,P032,42.42,39.17,26,225
2024-02-09,P032,31.61,26.37,30,220
2024-02-10,P032,38.99,33.75,19,253
